"Applied filters:
proele_vazkra_nazpln is Hlavní město Praha
progra_nazpln is Základní územní jednotky";
;
Trasa;Počet cest
Praha 6 →  B Vysočanská;20 295
Praha 22 →  A/C Muzeum;20 288
Praha 1 →  B Lužiny;20 253
Praha 1 →  B Hloubětín;20 246
Praha 1 →  A Strašnická;20 233
Praha 15 →  B Karlovo náměstí;20 227
Praha 21 →  A Skalka;20 121
Praha 8 →  A Želivského;20 049
Praha-Řeporyje →  A/B Můstek;19 848
Praha 6 →  B Luka;19 810
Praha-Petrovice →  B Smíchovské nádraží;19 788
Praha-Klánovice →  B Náměstí Republiky;19 682
Praha 20 →  B Českomoravská;19 641
Praha 2 →  A Želivského;19 629
Praha 6 →  A Strašnická;19 469
Praha-Troja →  A/C Muzeum;19 418
Praha 3 →  C Kačerov;19 372
Praha-Řeporyje →  B Anděl;19 310
Praha 22 →  B Smíchovské nádraží;19 220
Praha 10 →  B Českomoravská;19 113
Praha 7 →  B Smíchovské nádraží;19 067
Praha 10 →  C Háje;18 928
Praha 6 →  B Křižíkova;18 865
Praha-Čakovice →  C Střížkov;18 778
Praha 12 →  C Hlavní nádraží;18 747
Praha 9 →  C Chodov;18 678
Praha 9 →  A Hradčanská;18 632
Praha 2 →  A Strašnická;18 627
Praha 11 →  C Nádraží Holešovice;18 560
Praha 4 →  A Jiřího z Poděbrad;18 510
Praha 8 →  B Rajská zahrada;18 481
Praha 4 →  A Nádraží Veleslavín;18 423
Praha-Dolní Chabry →  B/C Florenc;18 416
Praha 6 →  C Kačerov;18 394
Praha 2 →  B Českomoravská;18 122
Praha 2 →  B Nové Butovice;18 031
Praha 12 →  C Roztyly;18 022
Praha 1 →  C Roztyly;17 940
Praha 2 →  A Nádraží Veleslavín;17 931
Praha 21 →  B Náměstí Republiky;17 884
Praha 4 →  C Letňany;17 874
Praha-Petrovice →  C Chodov;17 841
Praha 13 →  A Dejvická;17 828
Praha-Šeberov →  C Háje;17 779
Praha 13 →  B Palmovka;17 688
Praha 6 →  B Českomoravská;17 624
Praha-Přední Kopanina →  A Nádraží Veleslavín;17 605
Praha 1 →  A Skalka;17 581
Praha 18 →  C Vltavská;17 519
Praha-Zličín →  A Nádraží Veleslavín;17 474
Praha-Koloděje →  A Skalka;17 456
Praha-Dolní Měcholupy →  A Strašnická;17 238
Praha 2 →  A Bořislavka;17 237
Praha 15 →  C Budějovická;17 195
Praha-Zbraslav →  B Karlovo náměstí;17 145
Praha 13 →  A Nádraží Veleslavín;17 097
Praha 13 →  B Radlická;17 051
Praha 7 →  A Náměstí Míru;17 035
Praha-Kunratice →  C Pražského povstání;16 947
Praha 11 →  A Flora;16 917
Praha 15 →  C Roztyly;16 822
Praha 1 →  B Hůrka;16 731
Praha-Lipence →  C Hlavní nádraží;16 640
Praha 10 →  A Nádraží Veleslavín;16 603
Praha 18 →  B Českomoravská;16 502
Praha 2 →  B Černý Most;16 482
Praha-Zličín →  B/C Florenc;16 460
Praha-Dolní Chabry →  C Nádraží Holešovice;16 423
Praha 1 →  C Střížkov;16 414
Praha 4 →  A Bořislavka;16 351
Praha 22 →  B/C Florenc;16 304
Praha-Čakovice →  A/C Muzeum;16 186
Praha 2 →  C Ládví;16 170
Praha-Kunratice →  A/B Můstek;16 100
Praha-Křeslice →  C Chodov;16 036
